temp,hum,co2,ammonia,co2
28.37,73.7,392.67,1.21,0
33.42,71.24,418.68,1.22,0
27.03,73.27,387.35,1.07,0
32.79,62.83,395.51,1.2,0
30.6,67.24,443.1,1.28,0
25.31,74.53,380.66,1.1,0
36.02,71.6,423.25,1.1,0
33.56,75.0,418.71,0.9,0
35.96,66.5,400.31,1.31,0
27.91,72.15,378.19,1.27,0
31.28,75.65,424.1,0.89,0
40.05,64.89,383.63,0.96,0
39.6,67.41,394.13,1.15,0
27.95,66.7,419.23,1.06,0
28.59,72.93,480.46,1.29,0
29.25,71.55,389.92,1.31,0
29.08,68.02,387.18,1.12,0
34.04,71.7,449.65,3.3,0
27.97,71.18,419.85,1.1,0
37.02,69.64,602.94,1.04,1
27.45,75.08,382.35,1.05,0
33.29,66.96,444.23,1.41,0
38.34,63.34,400.67,1.3,0
34.95,68.49,465.24,1.2,0
37.08,67.69,417.48,0.99,0
26.76,70.75,448.06,1.2,0
25.85,78.72,398.89,0.96,0
32.74,75.78,485.76,1.1,0
39.74,65.6,447.22,1.2,0
25.25,71.03,469.62,1.37,0
27.9,72.64,423.61,1.33,0
34.63,65.26,460.59,0.94,0
31.6,67.77,414.58,1.01,0
30.03,76.99,389.02,1.39,0
35.58,64.2,400.54,1.25,0
32.47,80.17,401.22,0.87,0
26.98,75.92,433.51,1.2,0
33.76,67.62,375.0,1.0,0
30.67,72.68,402.31,1.1,0
24.46,77.07,450.61,1.02,0
27.07,74.98,382.06,0.85,0
36.75,64.38,594.08,1.3,1
38.09,63.29,450.64,1.1,0
38.22,66.82,384.7,1.14,0
27.22,76.76,382.25,1.24,0
32.84,73.49,418.93,1.32,0
29.07,75.52,399.65,1.12,0
33.39,63.69,441.53,1.18,0
41.57,63.64,452.7,1.41,0
33.6,76.13,389.24,1.23,0
31.54,70.57,381.46,0.83,0
29.79,75.6,447.55,0.98,0
34.0,71.2,441.8,1.26,0
26.45,74.66,377.53,1.1,0
39.16,65.92,438.4,1.2,0
31.6,67.07,390.29,1.0,0
31.04,66.24,418.62,0.74,0
33.29,71.74,372.1,1.25,0
33.03,74.91,457.78,1.25,0
34.44,67.58,375.85,1.16,0
28.42,76.91,439.67,1.26,0
26.97,77.58,438.41,0.79,0
36.33,58.73,442.26,1.12,0
35.52,72.43,420.22,1.11,0
32.94,61.86,453.01,1.19,0
38.53,67.45,399.54,1.19,0
32.91,64.92,382.75,1.25,0
32.88,67.59,370.87,1.28,0
28.81,76.15,434.72,0.83,0
25.76,75.9,456.82,0.69,0
36.07,67.4,452.77,3.06,0
37.27,69.56,419.76,1.16,0
26.93,70.9,407.55,1.04,0
38.16,67.98,443.31,1.04,0
24.22,75.93,440.72,1.01,0
25.66,76.77,429.35,0.85,0
38.37,64.64,394.88,0.9,0
33.89,61.46,455.3,1.13,0
28.99,74.61,387.97,1.19,0
30.48,76.45,460.08,1.16,0
32.89,60.16,388.33,0.95,0
31.35,65.73,430.29,0.81,0
34.44,69.25,421.06,1.19,0
32.0,66.64,451.69,1.19,0
32.19,69.75,423.56,1.22,0
31.42,64.13,461.57,1.16,0
36.02,67.39,438.56,1.28,0
35.48,69.76,420.69,1.41,0
31.06,71.15,397.74,1.25,0
29.74,76.62,448.74,0.81,0
32.12,70.76,374.64,1.06,0
25.81,73.84,456.59,1.19,0
30.39,63.16,394.73,0.84,0
38.34,65.71,429.46,0.84,0
30.08,74.24,460.28,1.22,0
29.43,68.51,432.43,0.89,0
25.42,74.69,408.69,1.13,0
24.89,73.02,452.28,1.13,0
31.76,68.77,456.42,1.23,0
26.41,77.9,450.48,1.06,0
31.39,69.7,445.54,0.81,0
27.25,69.16,412.5,1.43,0
28.48,71.29,408.25,0.74,0
26.44,76.68,438.48,0.98,0
39.82,61.47,402.29,1.31,0
32.89,74.21,411.66,3.52,0
30.69,66.66,441.41,1.27,0
35.63,66.64,393.17,1.07,0
33.59,72.45,378.98,1.22,0
33.55,65.17,388.35,1.02,0
28.34,71.93,407.35,1.13,0
25.33,76.97,458.82,1.11,0
28.73,76.32,452.67,0.81,0
35.72,65.87,434.25,0.85,0
30.95,64.87,411.14,0.98,0
31.47,74.2,457.79,0.88,0
36.69,64.52,434.85,1.31,0
31.44,72.38,395.38,1.24,0
28.93,67.95,474.01,1.29,0
34.5,62.27,460.45,1.28,0
33.39,71.24,423.82,1.29,0
36.63,67.64,467.81,3.38,0
26.3,75.18,408.47,0.87,0
36.26,70.33,428.72,0.72,0
25.24,75.66,448.29,1.29,0
25.14,77.31,448.49,1.05,0
26.49,75.07,402.93,1.14,0
28.69,66.25,426.11,1.2,0
26.37,71.93,456.14,1.28,0
29.84,70.32,424.97,1.29,0
30.33,67.97,432.38,1.42,0
36.52,69.01,400.76,1.04,0
29.27,77.09,469.72,0.84,0
28.14,74.12,441.85,0.93,0
36.68,65.97,456.7,1.14,0
27.37,73.05,457.67,0.84,0
29.45,72.69,429.67,1.2,0
26.29,75.91,412.69,1.09,0
30.37,71.04,403.35,2.73,0
32.21,64.51,377.43,1.24,0
34.51,73.01,383.42,1.37,0
32.09,75.44,381.09,0.8,0
26.44,75.42,403.6,1.28,0
39.24,64.93,446.53,1.14,0
37.0,66.76,374.37,1.3,0
31.27,82.17,450.75,1.27,0
33.95,66.23,386.84,1.08,0
32.45,75.49,434.73,1.15,0
28.76,68.47,442.81,1.28,0
34.25,62.58,463.92,0.91,0
29.03,71.39,412.37,0.97,0
29.31,73.07,405.68,1.17,0
34.09,67.56,412.13,1.01,0
31.4,73.0,456.09,4.82,0
28.79,73.42,403.72,1.04,0
26.55,76.35,395.67,0.99,0
29.21,74.95,405.31,1.03,0
35.86,61.82,447.48,0.86,0
28.17,71.81,636.66,0.94,1
27.99,78.96,445.98,0.9,0
32.81,69.22,465.14,1.39,0
29.72,69.06,474.03,0.82,0
37.0,65.02,470.45,1.38,0
39.47,64.28,387.06,1.31,0
27.9,74.82,416.84,1.28,0
37.01,68.6,451.14,2.14,0
36.38,68.93,423.18,1.35,0
37.1,67.95,394.33,1.17,0
32.4,70.12,451.93,1.16,0
33.85,67.83,411.63,0.99,0
39.16,71.64,443.7,1.14,0
31.36,68.35,405.16,1.15,0
33.41,64.98,366.56,1.2,0
32.01,77.45,449.54,1.26,0
31.51,65.15,412.33,0.85,0
28.83,75.42,464.15,0.71,0
39.32,65.93,406.37,0.9,0
28.29,79.24,392.04,1.32,0
39.19,66.63,377.18,1.32,0
30.64,78.8,372.12,0.92,0
26.46,72.12,392.21,1.09,0
36.08,68.17,403.94,1.07,0
24.66,77.85,442.02,0.77,0
28.16,73.98,381.22,1.33,0
31.74,67.98,412.37,1.16,0
27.12,71.51,535.75,1.03,1
32.84,71.88,383.46,1.04,0
30.96,62.19,440.92,0.97,0
31.35,66.86,387.21,0.96,0
31.87,66.03,464.87,1.08,0
38.09,69.41,467.23,0.87,0
32.54,64.2,458.21,0.84,0
26.07,73.28,467.78,1.17,0
31.54,70.36,474.66,1.1,0
32.15,63.2,453.01,0.98,0
25.93,74.59,460.64,0.79,0
37.55,64.79,451.42,1.2,0
26.07,78.48,448.09,0.97,0
37.36,63.89,412.76,1.16,0
38.98,63.77,441.32,1.0,0
26.65,76.51,393.65,1.15,0
35.97,60.73,397.36,0.98,0
26.93,75.24,432.43,1.28,0
30.76,65.11,445.64,1.11,0
33.1,66.69,452.5,1.17,0
33.99,71.98,424.5,1.13,0
30.47,63.68,396.45,1.13,0
31.52,69.52,383.12,1.19,0
36.06,66.79,393.9,1.1,0
38.22,63.86,401.25,0.98,0
36.13,69.17,421.3,1.2,0
31.3,75.84,399.16,2.11,0
29.35,74.07,443.31,0.98,0
33.73,71.97,448.12,1.39,0
34.56,70.42,420.05,1.05,0
31.77,65.56,372.2,0.9,0
27.41,72.19,419.45,1.33,0
27.03,76.55,382.34,1.18,0
31.49,67.58,406.14,0.96,0
28.78,65.93,415.78,1.24,0
38.93,64.96,407.3,1.33,0
30.87,72.06,414.15,1.07,0
34.01,63.8,439.41,1.25,0
32.69,65.26,452.59,1.22,0
37.03,63.54,387.23,1.55,0
30.46,66.23,379.95,1.06,0
29.8,64.74,409.79,1.14,0
26.18,67.15,425.08,0.85,0
26.49,77.52,375.33,1.31,0
37.43,64.59,462.16,1.26,0
28.07,74.57,442.84,0.93,0
26.19,70.1,391.81,1.36,0
32.76,70.59,415.48,1.33,0
34.48,65.41,398.72,1.28,0
36.93,65.63,388.84,1.1,0
32.41,66.7,395.52,1.22,0
35.15,62.44,459.48,1.3,0
35.06,65.4,401.9,0.81,0
32.51,65.73,385.2,1.2,0
32.38,74.34,450.69,1.19,0
26.16,77.09,459.66,1.27,0
31.42,72.55,435.63,1.33,0
29.14,75.4,386.92,1.34,0
39.14,68.92,431.05,0.96,0
29.59,69.45,469.63,1.07,0
31.56,72.92,457.47,1.18,0
35.45,63.71,379.94,0.95,0
31.65,68.66,416.37,1.16,0
27.56,74.94,385.16,1.49,0
32.89,71.69,378.08,1.37,0
38.09,64.25,466.31,0.77,0
32.8,76.1,466.71,4.43,0
24.43,76.91,407.17,1.31,0
33.73,75.04,434.15,1.06,0
35.27,68.76,438.01,1.21,0
31.64,72.38,391.79,1.06,0
26.77,72.63,399.07,1.15,0
30.48,80.01,457.6,1.23,0
33.81,73.84,393.87,1.29,0
32.25,68.55,436.23,1.27,0
36.08,67.13,465.44,2.7,0
33.71,67.14,406.74,1.09,0
31.68,67.7,403.72,1.31,0
31.7,62.46,367.73,1.03,0
35.38,63.07,442.24,0.98,0
38.94,68.08,447.34,1.2,0
27.08,74.51,388.73,1.45,0
29.81,68.74,436.97,1.09,0
28.65,70.26,368.44,1.33,0
28.71,63.32,454.28,0.87,0
36.02,66.49,404.79,0.78,0
32.94,62.61,400.55,1.23,0
32.56,72.29,367.58,0.96,0
32.54,64.81,450.82,0.93,0
26.3,73.34,376.92,1.26,0
33.4,73.73,370.86,1.17,0
31.65,75.39,384.74,1.24,0
37.7,62.44,458.48,1.18,0
29.07,76.77,427.79,1.04,0
37.81,66.6,383.53,1.3,0
38.62,67.41,464.72,1.28,0
31.59,71.43,399.93,1.28,0
38.42,67.69,454.58,1.21,0
25.98,71.11,451.67,0.83,0
28.85,77.49,392.79,1.22,0
34.97,67.47,422.25,1.25,0
22.69,75.92,456.95,1.26,0
35.34,67.64,436.59,0.86,0
33.57,73.8,380.27,2.84,0
29.24,75.28,439.18,1.21,0
25.54,71.18,420.6,1.04,0
27.38,65.22,420.57,1.01,0
26.86,66.56,416.8,1.2,0
32.97,73.36,419.3,1.27,0
27.34,70.23,424.91,1.34,0
36.22,70.95,449.39,1.26,0
33.31,64.01,428.07,1.26,0
31.53,77.34,385.79,0.95,0
31.11,67.07,454.21,1.03,0
37.71,62.01,456.31,1.26,0
35.06,64.88,461.22,1.25,0
35.86,65.53,460.62,1.02,0
37.69,63.07,452.01,1.14,0
31.44,62.42,445.72,1.37,0
33.06,73.61,432.4,0.98,0
39.18,63.93,426.72,1.22,0
30.12,75.98,429.4,1.31,0
23.48,74.99,404.26,1.03,0
29.1,77.31,443.42,1.12,0
26.14,75.92,458.89,1.11,0
34.13,66.12,443.01,1.21,0
36.29,65.92,453.63,1.26,0
25.73,77.42,391.16,1.17,0
24.57,76.9,460.05,0.89,0
32.05,61.27,392.9,0.92,0
23.59,74.3,408.95,0.62,0
31.75,64.87,442.15,1.14,0
32.43,65.01,377.02,0.68,0
33.2,64.51,453.64,1.33,0
27.13,70.43,455.97,0.76,0
34.68,68.13,436.72,0.93,0
25.55,73.04,395.48,1.3,0
37.05,70.62,382.45,0.86,0
35.46,65.19,387.29,0.92,0
35.71,73.22,417.64,1.06,0
38.35,67.29,463.92,1.3,0
30.12,69.49,408.47,1.45,0
34.94,73.63,423.09,1.11,0
29.98,73.54,462.1,1.42,0
32.41,64.73,391.69,0.93,0
23.32,75.45,385.7,0.74,0
34.41,62.97,406.1,1.16,0
25.1,76.71,396.94,1.2,0
32.94,68.0,464.39,1.33,0
31.73,67.11,395.09,1.01,0
29.59,65.54,449.09,1.1,0
37.75,59.79,463.14,1.26,0
33.45,69.47,454.12,1.11,0
26.04,76.31,412.86,1.13,0
31.91,62.95,434.83,0.82,0
40.47,65.08,454.12,1.2,0
29.97,68.24,421.84,0.85,0
34.42,67.76,451.85,1.3,0
36.32,65.69,388.17,1.33,0
36.56,69.73,432.51,1.24,0
31.39,69.1,440.51,1.04,0
34.03,72.08,410.02,1.23,0
29.68,71.79,368.2,0.93,0
31.43,68.12,446.82,0.8,0
29.16,74.03,393.76,1.31,0
33.94,72.75,427.61,0.93,0
31.46,65.65,456.21,1.12,0
28.01,71.43,450.51,1.19,0
35.27,69.63,465.6,2.09,0
31.53,64.14,389.02,1.12,0
34.59,66.46,405.0,1.21,0
29.16,76.54,467.62,1.29,0
33.55,64.67,459.78,0.82,0
29.51,78.94,396.7,1.02,0
34.09,71.1,378.44,0.91,0
25.09,74.15,388.58,1.01,0
32.37,70.06,365.83,1.41,0
31.57,70.19,438.61,1.05,0
31.01,75.81,387.58,1.4,0
36.04,66.8,459.32,1.2,0
33.96,63.96,442.72,0.85,0
36.95,71.53,406.48,1.28,0
32.13,75.25,384.85,0.97,0
31.99,65.5,459.3,1.18,0
38.51,67.53,427.8,1.27,0
33.64,67.31,436.55,0.92,0
22.92,77.34,452.07,1.33,0
35.63,63.6,389.72,1.33,0
29.91,68.05,456.02,0.96,0
28.36,75.93,443.09,0.83,0
32.99,77.22,392.99,3.27,0
38.23,64.67,427.55,1.21,0
34.61,65.78,460.83,0.71,0
33.36,78.59,427.53,4.2,0
28.81,69.33,410.97,0.86,0
24.52,74.46,400.08,1.29,0
28.68,70.77,453.95,1.19,0
32.5,75.39,386.68,3.12,0
36.51,64.78,473.07,1.11,0
25.69,72.14,430.56,1.32,0
32.8,72.78,418.16,0.79,0
31.49,65.41,445.02,1.32,0
32.02,62.93,450.46,1.32,0
23.52,78.07,449.54,1.26,0
37.02,67.92,462.15,1.12,0
37.78,65.03,434.62,1.3,0
31.6,73.45,451.5,0.86,0
28.79,73.04,436.71,1.17,0
24.05,74.5,439.06,1.27,0
27.25,73.65,436.16,0.84,0
32.07,63.63,405.08,1.27,0
32.07,74.2,386.57,1.32,0
37.49,66.35,388.36,0.86,0
31.43,63.26,439.13,1.01,0
25.88,75.7,444.07,1.3,0
39.82,63.53,381.87,0.81,0
39.19,65.84,387.84,1.05,0
30.62,74.3,411.41,1.28,0
34.94,73.07,467.41,1.17,0
25.46,77.15,400.86,1.27,0
32.82,65.82,379.15,1.5,0
35.86,65.3,406.25,0.74,0
29.87,74.88,468.12,1.02,0
38.49,63.29,441.6,0.78,0
32.29,72.61,423.01,1.24,0
28.61,75.62,440.53,0.97,0
29.62,68.36,461.78,1.24,0
32.98,62.7,434.86,1.24,0
35.17,73.58,381.21,2.15,0
36.88,65.61,464.64,1.72,0
31.19,71.58,468.43,1.23,0
31.04,62.05,446.1,1.32,0
28.09,70.73,376.97,0.93,0
36.53,67.17,382.81,1.04,0
34.4,61.43,386.35,1.11,0
28.48,66.9,433.48,0.83,0
27.75,74.81,450.76,1.27,0
39.01,67.55,383.73,1.07,0
38.29,65.66,396.91,1.32,0
31.9,74.62,451.66,1.25,0
30.02,79.96,450.51,1.17,0
30.5,74.79,404.77,0.85,0
30.24,75.8,368.23,0.8,0
34.56,77.51,380.87,2.32,0
33.81,65.8,441.63,1.39,0
28.44,74.34,405.94,2.31,0
36.81,64.85,454.87,1.03,0
21.86,76.69,425.29,1.34,0
32.0,77.35,460.28,1.13,0
32.52,65.0,439.53,0.96,0
31.12,62.68,384.96,1.22,0
23.23,76.88,450.53,1.35,0
38.75,65.22,413.85,1.4,0
30.18,77.03,447.82,1.03,0
34.0,71.8,450.69,1.1,0
31.94,75.81,404.35,0.96,0
40.32,62.0,447.74,0.88,0
31.44,82.24,435.26,1.1,0
32.47,71.47,442.32,3.98,0
40.48,65.12,501.45,1.21,1
28.59,66.47,444.18,1.27,0
27.83,74.07,471.71,1.03,0
39.65,66.64,448.48,1.38,0
33.2,67.08,406.46,1.26,0
37.87,70.06,409.08,1.24,0
35.77,63.25,393.17,1.13,0
27.27,76.98,455.72,1.07,0
28.19,77.21,454.91,1.3,0
33.91,65.92,469.82,1.25,0
28.73,67.94,415.92,1.25,0
29.53,77.62,384.94,1.26,0
31.45,63.53,402.1,0.84,0
39.48,67.22,378.13,1.24,0
33.67,71.96,410.9,0.88,0
30.79,75.53,451.76,0.89,0
32.52,74.15,450.99,4.23,0
30.32,73.14,441.74,1.06,0
34.73,71.67,421.73,1.17,0
34.03,63.33,436.18,1.19,0
33.3,73.64,480.03,1.15,0
39.92,65.41,379.83,0.75,0
31.49,62.47,403.64,1.22,0
37.09,68.03,391.72,1.04,0
33.23,66.91,433.39,1.34,0
32.37,75.07,365.45,1.01,0
34.37,70.79,373.62,0.95,0
39.66,64.87,429.8,1.05,0
23.33,75.55,447.37,1.18,0
33.06,63.05,392.78,0.91,0
29.96,74.4,424.86,1.19,0
32.06,75.63,459.72,0.77,0
31.77,74.87,400.98,1.51,0
23.57,75.28,453.21,1.29,0
34.04,64.42,410.11,1.36,0
35.12,73.13,429.15,1.34,0
35.02,63.46,370.31,1.28,0
28.69,70.46,388.57,0.93,0
30.6,62.77,384.64,1.13,0
31.41,79.08,384.56,1.98,0
31.52,72.2,436.33,1.2,0
30.73,73.79,442.9,0.82,0
35.45,64.77,438.02,1.22,0
32.55,61.85,405.94,1.32,0
26.74,71.25,422.45,1.25,0
31.0,61.64,441.31,1.02,0
31.35,76.91,442.89,1.17,0
32.32,77.09,404.19,2.16,0
36.93,63.62,377.52,0.92,0
24.53,73.28,447.48,0.9,0
31.05,73.5,411.84,0.83,0
38.34,65.52,461.46,1.23,0
28.21,73.17,392.62,1.31,0
26.98,73.01,445.58,1.21,0
33.09,75.15,470.37,1.26,0
24.69,72.78,455.9,1.21,0
32.37,66.66,400.93,1.3,0
37.67,67.66,399.37,0.86,0
40.59,66.31,386.69,1.24,0
24.91,75.07,436.0,1.01,0
31.54,73.91,394.52,1.33,0
35.12,67.96,417.8,1.35,0
30.15,73.08,471.33,1.28,0
40.11,64.9,447.59,1.02,0
27.31,71.91,400.5,0.98,0
32.46,69.69,461.94,1.25,0
31.43,59.57,411.37,1.08,0
30.77,71.88,419.27,0.83,0
34.56,63.73,437.56,1.21,0
34.27,62.16,457.33,1.36,0
32.79,66.8,439.73,1.34,0
32.1,64.55,447.21,1.33,0
30.7,63.83,403.04,1.18,0
29.69,66.1,412.06,0.8,0
36.0,74.0,400.35,1.27,0
38.17,61.31,397.93,0.84,0
33.79,67.81,486.12,1.47,0
36.77,65.65,422.85,1.16,0
29.33,75.71,385.56,1.29,0
34.73,64.74,399.06,1.16,0
30.64,67.21,416.88,1.3,0
25.24,76.8,391.89,1.01,0
36.05,67.22,413.78,1.05,0
36.53,69.86,461.83,1.28,0
26.58,77.9,402.23,0.9,0
34.04,70.1,380.52,0.91,0
35.89,68.88,462.85,1.25,0
29.36,74.51,455.41,1.24,0
30.78,62.67,451.97,1.06,0
27.94,74.21,374.02,1.14,0
31.24,69.66,454.49,1.12,0
34.02,66.97,390.93,0.93,0
36.73,66.45,460.47,1.39,0
34.29,70.47,432.0,0.67,0
27.5,69.16,462.46,1.11,0
38.01,64.87,403.05,1.15,0
37.82,68.98,453.39,1.12,0
34.49,67.36,467.72,0.9,0
34.55,69.43,431.77,1.05,0
33.12,67.61,457.9,1.13,0
29.27,68.12,424.88,1.25,0
38.91,62.89,437.93,1.1,0
34.78,64.1,459.92,1.24,0
27.96,76.17,390.87,1.34,0
33.31,71.68,416.88,1.01,0
29.46,70.28,401.4,1.23,0
33.48,66.33,460.57,1.3,0
37.8,66.7,368.39,0.91,0
30.33,77.54,393.89,1.87,0
31.2,66.72,398.96,1.25,0
24.7,72.64,400.84,0.79,0
33.79,70.51,420.69,0.96,0
25.62,75.48,396.12,0.9,0
29.28,75.14,414.44,2.42,0
30.06,77.69,443.11,1.17,0
37.5,66.61,429.56,1.26,0
37.04,63.79,392.88,1.29,0
30.96,70.18,408.81,0.88,0
33.28,73.78,445.69,1.36,0
40.8,63.88,449.35,1.38,0
28.61,74.09,455.35,1.35,0
29.87,68.17,469.03,1.04,0
35.61,70.21,452.25,1.37,0
36.7,62.09,381.41,1.29,0
31.71,65.32,436.25,1.27,0
31.11,65.85,417.25,1.19,0
27.32,74.89,378.04,1.12,0
34.37,74.5,470.09,1.23,0
37.67,67.34,372.28,1.03,0
37.52,65.91,380.03,1.36,0
34.05,64.75,398.09,1.06,0
29.34,78.68,448.58,1.22,0
40.26,64.64,445.29,1.38,0
31.07,74.33,444.37,1.26,0
32.57,64.02,445.02,1.1,0
36.41,70.6,403.76,1.05,0
25.77,76.13,433.49,1.2,0
29.88,70.0,471.52,0.91,0
38.44,72.15,415.59,1.35,0
33.45,69.93,431.84,1.21,0
27.05,77.97,420.52,1.34,0
38.04,67.0,372.72,1.05,0
35.77,66.67,442.76,1.18,0
31.59,71.32,442.92,1.34,0
26.36,72.45,421.79,1.02,0
35.09,72.9,440.79,1.23,0
37.89,71.04,391.2,1.14,0
32.82,60.81,403.69,1.11,0
33.81,69.55,425.18,0.86,0
31.01,66.15,373.16,0.81,0
34.38,70.3,473.08,1.11,0
29.33,75.62,413.89,1.01,0
31.3,74.67,399.34,1.68,0
26.08,72.24,377.32,1.19,0
26.27,72.72,473.28,1.2,0
35.5,71.46,466.9,1.16,0
30.92,64.61,419.98,1.32,0
36.76,70.45,434.48,1.1,0
31.62,65.66,462.25,1.21,0
33.14,69.67,411.18,1.18,0
30.43,77.39,392.87,1.31,0
39.38,65.0,398.23,0.72,0
31.06,73.59,416.2,1.17,0
35.85,62.14,397.9,2.14,0
38.42,68.05,383.5,1.3,0
31.33,66.01,385.25,1.18,0
32.43,64.5,446.75,1.29,0
34.8,63.79,468.94,1.43,0
28.83,73.98,402.33,1.2,0
27.95,71.92,462.9,0.92,0
25.25,77.38,390.65,1.32,0
36.42,68.82,392.87,0.99,0
31.62,63.93,456.21,1.18,0
33.17,72.09,378.57,1.32,0
31.24,63.03,394.76,1.23,0
30.14,63.38,390.91,1.15,0
28.55,72.42,458.39,1.3,0
31.21,64.12,404.9,0.93,0
29.98,70.05,368.29,1.28,0
31.93,74.14,454.61,0.99,0
39.02,64.83,401.58,0.98,0
32.51,65.06,390.76,1.35,0
31.38,73.93,393.55,0.94,0
25.98,75.45,404.88,1.26,0
33.79,70.0,362.31,1.0,0
38.09,62.98,455.35,0.71,0
37.6,63.14,446.35,1.5,0
28.6,68.55,422.49,1.12,0
35.75,72.4,410.94,1.28,0
39.35,65.09,455.26,1.36,0
33.41,72.34,374.4,1.24,0
39.75,61.4,385.13,1.07,0
33.74,69.78,433.11,1.31,0
32.71,70.34,427.54,1.13,0
33.44,71.46,434.37,1.25,0
33.06,77.63,397.78,0.87,0
29.73,73.58,384.56,0.89,0
30.98,64.0,423.77,1.21,0
31.31,65.43,480.78,1.38,0
36.07,66.65,404.39,1.27,0
29.72,71.42,400.01,1.17,0
30.16,69.49,420.63,1.17,0
28.97,74.43,435.99,1.1,0
36.52,71.6,458.42,1.17,0
31.9,68.06,431.86,1.15,0
25.22,74.88,411.64,1.21,0
35.72,64.99,381.55,1.01,0
32.24,77.54,441.79,1.1,0
35.36,67.04,416.02,1.25,0
34.6,65.73,456.3,0.81,0
35.25,69.35,478.87,1.22,0
31.7,70.26,464.87,1.16,0
40.94,61.88,454.69,1.34,0
27.52,74.23,450.62,1.05,0
33.16,72.83,416.15,3.75,0
35.45,66.17,378.16,1.19,0
35.12,66.7,384.87,0.9,0
33.4,67.84,428.09,0.99,0
31.08,66.32,389.13,1.15,0
27.46,71.68,394.24,1.16,0
29.83,75.39,404.44,1.34,0
37.56,68.14,384.48,1.26,0
30.6,64.61,450.47,1.23,0
29.52,77.39,461.12,1.24,0
37.09,69.02,385.33,1.0,0
35.46,62.89,376.38,0.88,0
30.33,75.23,396.79,1.23,0
39.9,64.51,437.32,1.25,0
28.47,72.07,459.22,0.85,0
26.86,73.91,397.12,0.86,0
31.37,75.65,442.57,1.13,0
30.81,70.2,411.48,0.79,0
26.12,73.28,413.47,1.17,0
25.75,72.4,428.11,0.93,0
27.49,74.82,380.97,1.47,0
31.19,63.09,381.88,1.09,0
37.78,63.74,394.81,1.1,0
32.51,68.31,460.1,1.32,0
27.12,77.62,388.11,1.08,0
35.31,62.95,449.1,0.9,0
31.69,63.55,388.5,1.18,0
33.42,72.49,462.44,1.22,0
33.74,65.24,389.03,1.1,0
38.38,63.25,426.96,1.23,0
36.14,61.75,456.21,1.3,0
26.69,75.2,400.4,1.09,0
42.03,65.63,444.69,1.25,0
27.45,71.09,422.86,1.06,0
33.97,73.92,420.41,1.47,0
34.6,65.79,432.4,1.17,0
29.13,75.16,449.26,1.24,0
33.33,67.27,466.26,1.32,0
32.58,68.35,450.89,1.07,0
30.08,67.74,429.7,0.76,0
25.73,76.25,456.99,0.97,0
36.2,71.27,473.57,1.19,0
39.7,65.35,453.53,1.02,0
27.36,77.62,404.43,1.29,0
26.41,75.62,454.79,1.11,0
37.42,66.55,452.93,1.26,0
34.81,63.35,440.0,1.3,0
32.74,76.12,402.73,0.86,0
32.04,64.62,452.51,1.26,0
34.68,64.37,441.21,1.02,0
27.36,74.44,364.56,1.22,0
29.56,68.78,424.2,1.07,0
26.55,71.31,383.8,1.22,0
31.23,70.83,370.55,1.23,0
30.35,66.92,448.91,1.24,0
31.25,74.43,383.35,1.18,0
27.7,71.36,431.11,1.38,0
24.22,75.37,452.58,0.95,0
30.17,78.86,400.77,2.07,0
25.77,73.92,386.41,1.23,0
25.5,74.15,413.27,1.34,0
25.23,73.85,437.76,0.87,0
32.7,75.23,438.11,1.32,0
33.86,68.96,450.06,1.09,0
35.94,66.31,396.25,1.27,0
34.52,63.38,393.32,2.55,0
30.28,73.56,440.47,1.28,0
25.41,72.92,452.48,1.21,0
27.07,74.27,409.56,1.02,0
28.75,65.93,446.94,1.14,0
26.99,71.55,412.39,1.11,0
32.43,71.39,377.06,1.05,0
32.83,77.64,451.8,1.25,0
31.96,66.5,413.21,1.06,0
31.21,73.9,444.64,0.92,0
33.2,75.94,383.11,3.14,0
32.27,63.62,458.59,0.79,0
27.28,76.74,417.55,1.22,0
30.38,69.46,428.08,0.95,0
33.71,75.06,378.73,2.73,0
35.82,68.68,444.96,2.26,0
34.32,73.41,432.43,1.1,0
33.59,64.3,384.25,0.9,0
29.85,65.39,426.78,1.17,0
34.88,74.22,437.06,1.15,0
28.59,72.28,443.0,0.94,0
28.16,74.78,456.82,1.08,0
34.47,67.61,427.83,0.8,0
29.06,73.01,470.37,0.85,0
32.03,74.87,387.57,0.78,0
34.63,71.08,437.43,0.93,0
31.55,78.93,445.45,4.25,0
32.16,75.85,380.99,0.84,0
24.62,74.66,452.14,1.22,0
32.3,69.78,434.04,1.05,0
39.44,64.68,468.36,1.02,0
31.79,76.27,383.95,0.88,0
24.24,76.57,410.92,1.19,0
28.7,73.0,402.17,1.34,0
38.97,63.48,451.22,1.26,0
31.97,73.33,438.25,0.95,0
29.05,68.16,459.37,0.91,0
31.76,71.78,408.32,1.36,0
32.6,75.83,429.96,1.24,0
34.4,63.32,455.45,1.07,0
36.64,64.85,450.96,1.36,0
29.52,69.18,390.1,1.07,0
37.15,66.95,452.67,1.23,0
34.72,63.19,392.91,1.36,0
31.16,73.91,432.05,1.21,0
38.17,63.83,451.51,1.44,0
27.91,74.29,436.08,1.32,0
33.23,74.04,407.64,2.84,0
27.03,76.23,413.65,1.11,0
36.53,62.13,408.24,1.23,0
31.97,70.44,404.75,0.87,0
34.17,69.75,421.55,1.27,0
33.43,60.53,450.98,0.88,0
